DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiRepeat,37,2593,1,1,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,362,462,NaN,NaN,NaN,1.532,2.424,1,NaN,NaN,NaN,NaN,NaN,NaN,281
GestureMultiRepeat,37,2594,1,2,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,99,166,45,36,218,2.67,3.16,1,0.573,1.452,1,0.736,1.694,1,751
GestureMultiRepeat,37,2595,1,3,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,93,411,NaN,NaN,NaN,1.492,2.07,1,NaN,NaN,NaN,NaN,NaN,NaN,493
GestureMultiRepeat,37,2596,1,4,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,355,192,45,39,298,2.163,3.072,1,2.268,3.253,1,NaN,NaN,NaN,480
GestureMultiRepeat,37,2597,1,5,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,40,351,NaN,NaN,NaN,1.38,1.784,1,NaN,NaN,NaN,NaN,NaN,NaN,424
GestureMultiRepeat,37,2598,1,6,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,46,352,180,171,542,1.793,2.558,1,1.534,2.226,1,0.841,1.638,1,954
GestureMultiRepeat,37,2599,1,7,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,43,345,270,261,212,1.911,2.669,1,1.504,2.631,1,0.799,1.861,1,838
GestureMultiRepeat,37,2600,1,8,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,267,233,NaN,NaN,NaN,1.678,2.546,1,NaN,NaN,NaN,NaN,NaN,NaN,856
GestureMultiRepeat,37,2601,1,9,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,269,349,45,36,538,1.249,1.847,1,0.873,1.746,1,NaN,NaN,NaN,657
GestureMultiRepeat,37,2602,1,10,4,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,272,388,45,43,516,1.016,1.663,1,0.695,1.46,1,NaN,NaN,NaN,620
GestureMultiRepeat,37,2603,1,11,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,357,422,45,31,386,1.872,2.622,1,0.954,1.887,1,0.995,1.613,1,275
GestureMultiRepeat,37,2604,1,12,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,362,584,180,179,224,1.454,2.313,1,0.9,1.677,1,NaN,NaN,NaN,254
GestureMultiRepeat,37,2605,2,1,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225,224,420,NaN,NaN,NaN,1.356,2.067,1,NaN,NaN,NaN,NaN,NaN,NaN,260
GestureMultiRepeat,37,2606,2,2,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,277,434,225,213,462,1.631,2.041,1,1.413,2.048,1,0.874,1.339,1,456
GestureMultiRepeat,37,2607,2,3,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225,217,424,NaN,NaN,NaN,1.629,2.349,1,NaN,NaN,NaN,NaN,NaN,NaN,322
GestureMultiRepeat,37,2608,2,4,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,258,434,180,183,245,1.816,2.299,1,1.147,2.025,1,NaN,NaN,NaN,229
GestureMultiRepeat,37,2609,2,5,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,184,612,NaN,NaN,NaN,1.34,2.147,1,NaN,NaN,NaN,NaN,NaN,NaN,909
GestureMultiRepeat,37,2610,2,6,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225,227,646,180,176,523,1.341,1.894,1,1.149,1.711,1,0.664,1.395,1,454
GestureMultiRepeat,37,2611,2,7,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,181,561,225,216,423,1.132,1.767,1,0.88,1.541,1,0.946,1.716,1,654
GestureMultiRepeat,37,2612,2,8,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,168,228,NaN,NaN,NaN,1.846,2.642,1,NaN,NaN,NaN,NaN,NaN,NaN,301
GestureMultiRepeat,37,2613,2,9,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,360,481,180,187,224,1.493,2.315,1,0.76,1.566,1,NaN,NaN,NaN,203
GestureMultiRepeat,37,2614,2,10,4,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,356,584,270,289,401,1.21,2.07,1,1.207,2.087,1,NaN,NaN,NaN,608
GestureMultiRepeat,37,2615,2,11,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,264,348,360,355,397,1.945,2.468,1,0.931,1.816,1,1.065,2.014,1,880
GestureMultiRepeat,37,2616,2,12,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,183,257,45,26,525,1.921,2.626,1,1.327,2.059,1,NaN,NaN,NaN,164
GestureMultiRepeat,37,2617,3,1,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,179,736,NaN,NaN,NaN,1.139,1.815,1,NaN,NaN,NaN,NaN,NaN,NaN,750
GestureMultiRepeat,37,2618,3,2,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,179,532,45,34,483,1.128,1.717,1,0.818,1.582,1,0.856,1.493,1,590
GestureMultiRepeat,37,2619,3,3,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225,211,700,NaN,NaN,NaN,1.049,1.818,1,NaN,NaN,NaN,NaN,NaN,NaN,893
GestureMultiRepeat,37,2620,3,4,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,40,408,180,177,454,1.536,2.104,1,1.141,1.949,1,NaN,NaN,NaN,614
GestureMultiRepeat,37,2621,3,5,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225,211,749,NaN,NaN,NaN,1.229,1.865,1,NaN,NaN,NaN,NaN,NaN,NaN,828
GestureMultiRepeat,37,2622,3,6,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,179,690,360,363,662,1.081,1.562,1,0.756,1.407,1,0.826,1.663,1,623
